order_id,order_date,product_category,customer_type,units,unit_price,order_value,shipping_cost,delivery_days,customer_rating
NC-20418,2026-05-01,Apparel,Wholesale,32,1363.15,43620.8,195.41,4.4,5
NC-20189,2026-05-01,Apparel,Returning,2,759.19,1518.38,148.48,3.7,4
NC-20327,2026-05-01,Electronics,New,1,1877.49,1877.49,141.68,1.0,5
NC-20104,2026-05-01,Home & Living,New,1,1704.72,1704.72,152.36,5.0,4
NC-20006,2026-05-02,Beauty,Returning,4,859.43,3437.72,123.53,3.8,4
NC-20155,2026-05-02,Home & Living,Returning,1,520.91,520.91,182.01,2.5,4
NC-20075,2026-05-03,Electronics,Returning,3,2563.35,7690.05,164.79,5.5,5
NC-20358,2026-05-03,Home & Living,Wholesale,54,1350.57,72930.78,185.93,5.3,4
NC-20270,2026-05-03,Beauty,New,2,478.33,956.66,151.9,4.4,5
NC-20401,2026-05-03,Apparel,New,4,335.01,1340.04,170.31,4.3,5
NC-20268,2026-05-04,Apparel,New,1,1046.77,1046.77,195.18,6.2,4
NC-20444,2026-05-04,Beauty,Wholesale,54,302.76,16349.04,188.72,4.5,5
NC-20150,2026-05-04,Sports,Wholesale,20,644.1,12882.0,147.41,5.1,3
NC-20466,2026-05-05,Apparel,Returning,1,587.28,587.28,169.16,4.0,5
NC-20163,2026-05-05,Beauty,New,3,602.69,1808.07,165.08,3.9,5
NC-20066,2026-05-05,Apparel,Returning,2,766.77,1533.54,184.15,5.0,4
NC-20424,2026-05-05,Beauty,New,1,620.96,620.96,115.84,4.9,5
NC-20084,2026-05-06,Electronics,New,2,2135.86,4271.72,201.24,4.4,4
NC-20411,2026-05-06,Beauty,Returning,2,255.26,510.52,117.3,4.2,5
NC-20008,2026-05-06,Beauty,Returning,1,583.06,583.06,156.3,5.0,5
NC-20359,2026-05-07,Electronics,Wholesale,22,4796.83,105530.26,195.56,6.2,2
NC-20364,2026-05-07,Home & Living,New,2,1528.39,3056.78,166.76,4.3,4
NC-20250,2026-05-07,Apparel,New,1,1197.49,1197.49,162.05,5.7,2
NC-20130,2026-05-07,Apparel,New,1,736.19,736.19,144.41,5.1,4
NC-20299,2026-05-07,Beauty,Returning,3,673.0,2019.0,122.78,3.7,5
NC-20462,2026-05-08,Beauty,Returning,2,622.92,1245.84,132.37,4.6,5
NC-20050,2026-05-08,Beauty,New,3,666.27,1998.81,178.95,4.8,5
NC-20248,2026-05-08,Home & Living,New,2,1242.11,2484.22,168.75,25.7,5
NC-20057,2026-05-08,Beauty,Wholesale,31,347.31,10766.61,193.0,4.7,4
NC-20117,2026-05-09,Beauty,New,1,1204.19,1204.19,180.74,4.7,3
NC-20328,2026-05-09,Sports,New,4,1199.64,4798.56,191.17,2.7,4
NC-20009,2026-05-10,Beauty,New,3,731.44,2194.32,147.55,4.9,5
NC-20264,2026-05-11,Electronics,New,2,4978.69,9957.38,184.69,4.5,4
NC-20422,2026-05-11,Beauty,New,3,284.59,853.77,131.78,4.7,4
NC-20127,2026-05-12,Electronics,Returning,2,2341.5,4683.0,120.43,4.4,4
NC-20112,2026-05-12,Sports,Returning,2,707.91,1415.82,144.06,2.2,5
NC-20081,2026-05-12,Electronics,Wholesale,28,2159.5,60466.0,198.72,7.1,5
NC-20280,2026-05-13,Beauty,New,2,652.5,1305.0,158.79,3.7,4
NC-20259,2026-05-13,Home & Living,New,1,1212.91,1212.91,148.15,8.2,1
NC-20436,2026-05-14,Electronics,New,1,2771.19,2771.19,167.99,1.9,3
NC-20274,2026-05-15,Sports,Returning,3,0.0,5830.56,170.27,5.5,3
NC-20197,2026-05-15,Electronics,Wholesale,25,700.34,17508.5,145.1,2.7,5
NC-20383,2026-05-15,Home & Living,New,1,746.35,746.35,168.88,1.7,3
NC-20015,2026-05-15,Home & Living,Returning,2,926.85,1853.7,165.02,4.1,4
NC-20434,2026-05-16,Home & Living,Returning,1,2376.34,2376.34,189.06,7.4,4
NC-20149,2026-05-17,Home & Living,New,4,1608.9,6435.6,182.92,2.2,5
NC-20393,2026-05-17,Home & Living,New,3,585.69,1757.07,119.71,7.3,4
NC-20167,2026-05-17,Home & Living,Returning,1,1591.6,1591.6,112.5,5.0,4
NC-20077,2026-05-17,Sports,Returning,2,739.29,1478.58,196.22,3.0,5
NC-20325,2026-05-18,Sports,Returning,1,484.43,484.43,121.62,5.2,5
NC-20174,2026-05-18,Electronics,Returning,2,3171.29,6342.58,120.95,4.0,5
NC-20045,2026-05-18,Home & Living,Returning,3,895.37,2686.11,166.52,3.2,3
NC-20356,2026-05-19,Electronics,New,2,1532.36,3064.72,94.41,2.0,5
NC-20210,2026-05-19,Electronics,Returning,5,4901.28,24506.4,135.3,4.0,4
NC-20241,2026-05-20,Apparel,New,2,1615.45,3230.9,141.46,4.0,5
NC-20165,2026-05-20,Home & Living,Returning,2,5299.81,10599.62,88.15,1.0,5
NC-20132,2026-05-20,Home & Living,Returning,3,1442.62,4327.86,138.1,1.0,5
NC-20198,2026-05-22,Apparel,Returning,2,771.23,1542.46,116.99,4.2,4
NC-20423,2026-05-22,Electronics,Returning,1,1146.82,1146.82,150.91,4.2,4
NC-20394,2026-05-23,Beauty,New,1,541.26,541.26,156.25,4.6,4
NC-20405,2026-05-23,Electronics,Returning,4,7081.23,28324.92,154.31,4.6,5
NC-20445,2026-05-23,Electronics,New,1,8118.87,8118.87,122.9,2.3,5
NC-20304,2026-05-23,Beauty,New,1,968.1,968.1,79.59,3.9,5
NC-20441,2026-05-23,Home & Living,Returning,2,1664.8,3329.6,168.62,6.4,5
NC-20007,2026-05-24,Electronics,New,3,3331.36,9994.08,153.41,999.0,5
NC-20464,2026-05-24,Apparel,New,1,473.88,473.88,157.42,3.3,5
NC-20211,2026-05-25,Apparel,Returning,2,1344.19,2688.38,214.32,3.9,5
NC-20194,2026-05-25,Home & Living,New,1,575.03,575.03,151.22,2.0,2
NC-20190,2026-05-25,Apparel,Wholesale,33,762.56,25164.48,177.69,3.4,5
NC-20058,2026-05-25,Apparel,New,1,1167.36,1167.36,173.68,3.4,5
NC-20212,2026-05-25,Apparel,New,3,718.1,2154.3,118.16,4.2,5
NC-20101,2026-05-25,Sports,Returning,1,963.53,963.53,145.64,3.6,4
NC-20379,2026-05-25,Home & Living,New,1,1248.83,1248.83,163.73,3.1,5
NC-20323,2026-05-26,Beauty,Returning,2,595.21,1190.42,134.81,2.7,3
NC-20382,2026-05-26,Apparel,Returning,2,533.64,1067.28,119.49,4.3,2
NC-20109,2026-05-26,Apparel,Wholesale,45,505.94,22767.3,127.08,4.3,4
NC-20208,2026-05-26,Sports,Returning,3,843.1,2529.3,182.4,5.8,4
NC-20111,2026-05-27,Beauty,Wholesale,53,493.72,26167.16,203.08,5.8,4
NC-20226,2026-05-28,Electronics,New,3,3252.87,9758.61,163.76,2.7,5
NC-20276,2026-05-28,Beauty,New,2,409.18,818.36,176.72,4.7,3
NC-20309,2026-05-29,Electronics,Returning,4,1311.54,5246.16,140.73,3.0,3
NC-20159,2026-05-29,Apparel,New,1,491.81,491.81,142.45,4.6,5
NC-20261,2026-05-29,Electronics,New,2,2635.08,5270.16,87.9,3.4,5
NC-20347,2026-05-29,Sports,Returning,1,986.85,986.85,107.38,5.0,5
NC-20215,2026-05-30,Beauty,New,1,885.77,885.77,113.91,4.9,4
NC-20041,2026-05-31,Apparel,Wholesale,29,353.83,10261.07,184.85,4.1,5
NC-20233,2026-05-31,Beauty,Wholesale,34,451.18,15340.12,181.6,4.2,2
NC-20086,2026-05-31,Home & Living,Returning,2,2186.17,4372.34,145.87,3.9,2
NC-20286,2026-06-01,Electronics,New,2,3680.21,7360.42,192.41,2.0,4
NC-20069,2026-06-01,Sports,New,2,565.46,1130.92,203.83,5.7,5
NC-20237,2026-06-01,Home & Living,Returning,2,679.51,1359.02,194.52,6.4,3
NC-20384,2026-06-01,Electronics,New,2,4056.72,8113.44,102.96,2.9,5
NC-20496,2026-06-01,Electronics,Returning,1,3170.68,3170.68,178.39,5.4,5
NC-20427,2026-06-02,Apparel,Returning,2,854.87,1709.74,184.51,4.4,4
NC-20033,2026-06-02,Electronics,Returning,2,1073.57,2147.14,162.71,7.3,4
NC-20201,2026-06-02,Beauty,Returning,2,457.25,914.5,116.64,4.9,3
NC-20232,2026-06-02,Beauty,Returning,2,690.08,1380.16,144.46,3.8,5
NC-20363,2026-06-02,Apparel,Returning,1,502.59,502.59,134.29,3.5,4
NC-20131,2026-06-02,Sports,Returning,1,615.83,615.83,143.69,5.3,4
NC-20095,2026-06-03,Apparel,New,2,584.65,1169.3,153.56,4.9,5
NC-20338,2026-06-03,Electronics,Returning,1,2061.61,2061.61,133.56,6.4,5
NC-20350,2026-06-03,Apparel,New,1,3029.11,3029.11,157.65,4.1,3
NC-20342,2026-06-03,Apparel,New,4,1008.24,4032.96,107.69,4.7,5
NC-20018,2026-06-05,Beauty,Returning,1,704.32,704.32,159.5,3.9,5
NC-20134,2026-06-05,Apparel,New,2,827.71,1655.42,135.78,3.9,4
NC-20425,2026-06-05,Electronics,Returning,5,1781.72,8908.6,115.64,3.5,4
NC-20308,2026-06-06,Apparel,New,2,966.96,1933.92,147.18,6.0,2
NC-20465,2026-06-06,Beauty,New,1,456.45,456.45,158.28,3.6,2
NC-20458,2026-06-06,Apparel,Wholesale,28,597.38,16726.64,174.75,4.6,4
NC-20147,2026-06-07,Electronics,Returning,1,2432.63,2432.63,185.69,3.2,4
NC-20116,2026-06-07,Beauty,Returning,1,477.57,477.57,126.92,3.2,4
NC-20098,2026-06-07,Apparel,Returning,1,1740.33,1740.33,125.19,5.2,5
NC-20169,2026-06-07,Apparel,New,1,1185.22,1185.22,148.9,4.1,3
NC-20262,2026-06-07,Beauty,Returning,2,439.33,878.66,158.18,4.8,3
NC-20256,2026-06-07,Apparel,New,3,450.83,1352.49,168.68,4.2,5
NC-20053,2026-06-07,Electronics,New,3,4687.44,14062.32,172.45,1.1,4
NC-20431,2026-06-07,Beauty,New,4,907.8,3631.2,142.7,3.0,5
NC-20310,2026-06-08,Beauty,Wholesale,38,339.74,12910.12,163.43,4.3,4
NC-20372,2026-06-08,Electronics,New,2,3688.59,7377.18,137.45,1.5,4
NC-20048,2026-06-08,Home & Living,Returning,2,2077.11,4154.22,145.8,3.8,5
NC-20343,2026-06-08,Beauty,Returning,1,372.3,372.3,91.03,3.8,5
NC-20156,2026-06-08,Sports,Returning,3,1075.85,3227.55,190.56,2.0,4
NC-20199,2026-06-09,Sports,Returning,1,1218.3,1218.3,151.78,7.0,5
NC-20188,2026-06-11,Electronics,Returning,2,1755.36,3510.72,144.67,21.9,3
NC-20439,2026-06-11,Home & Living,New,1,3459.6,3459.6,139.86,5.8,5
NC-20040,2026-06-11,Electronics,Returning,2,3901.27,7802.54,127.24,5.5,5
NC-20494,2026-06-11,Home & Living,Wholesale,22,722.8,15901.6,128.3,7.5,5
NC-20072,2026-06-11,Apparel,New,3,1503.07,45092.1,182.03,4.5,3
NC-20404,2026-06-12,Home & Living,Returning,2,2434.81,4869.62,113.49,4.4,5
NC-20083,2026-06-12,Home & Living,New,1,661.25,661.25,155.89,4.7,4
NC-20179,2026-06-12,Beauty,Returning,2,569.15,1138.3,200.45,4.0,5
NC-20375,2026-06-12,Apparel,Returning,2,457.65,915.3,144.62,4.3,5
NC-20055,2026-06-13,Apparel,New,4,980.06,3920.24,158.92,2.9,5
NC-20089,2026-06-15,Apparel,Returning,3,2081.3,6243.9,118.99,5.0,3
NC-20078,2026-06-15,Sports,Returning,5,787.36,3936.8,171.92,3.3,3
NC-20177,2026-06-15,Beauty,New,1,450.63,450.63,133.14,3.3,3
NC-20222,2026-06-16,Electronics,Returning,1,2370.97,2370.97,148.43,3.4,4
NC-20180,2026-06-17,Electronics,Returning,3,4320.53,12961.59,97.01,2.8,5
NC-20063,2026-06-17,Home & Living,Returning,2,527.89,1055.78,140.82,1.7,5
NC-20475,2026-06-18,Home & Living,Returning,1,348.71,348.71,144.91,6.0,5
NC-20354,2026-06-18,Home & Living,New,1,886.95,886.95,83.81,6.7,2
NC-20125,2026-06-18,Beauty,Returning,1,500.69,500.69,169.88,3.7,5
NC-20381,2026-06-19,Electronics,Wholesale,51,2066.27,105379.77,171.67,1.0,2
NC-20481,2026-06-19,Apparel,New,3,940.11,2820.33,124.67,5.2,5
NC-20483,2026-06-19,Apparel,Wholesale,27,467.99,12635.73,95.33,4.4,4
NC-20355,2026-06-19,Electronics,Wholesale,48,5768.95,276909.6,154.07,3.5,5
NC-20388,2026-06-20,Beauty,New,1,721.84,721.84,160.04,3.3,4
NC-20207,2026-06-20,Beauty,Returning,2,450.01,900.02,145.33,5.7,5
NC-20314,2026-06-21,Beauty,New,1,914.91,914.91,117.91,4.9,2
NC-20042,2026-06-21,Sports,Returning,4,473.75,1895.0,152.6,3.5,5
NC-20341,2026-06-21,Apparel,New,1,1021.75,1021.75,143.16,3.7,5
NC-20157,2026-06-21,Apparel,Returning,2,1446.09,2892.18,156.68,4.8,2
NC-20003,2026-06-21,Beauty,Returning,2,712.6,1425.2,174.97,4.6,5
NC-20306,2026-06-22,Apparel,Wholesale,37,1064.1,39371.7,170.54,2.7,4
NC-20037,2026-06-22,Apparel,New,1,647.6,647.6,137.28,5.0,5
NC-20447,2026-06-22,Beauty,New,2,709.27,1418.54,120.24,3.9,5
NC-20227,2026-06-22,Home & Living,Returning,1,2349.59,2349.59,179.94,7.4,3
NC-20170,2026-06-22,Sports,Returning,3,817.22,2451.66,126.34,1.5,5
NC-20263,2026-06-23,Electronics,New,1,8066.42,8066.42,101.17,5.3,5
NC-20153,2026-06-23,Home & Living,Returning,2,454.09,908.18,130.28,2.0,5
NC-20412,2026-06-23,Home & Living,Returning,1,6444.79,6444.79,82.62,2.8,2
NC-20191,2026-06-23,Electronics,New,2,4502.02,9004.04,143.36,0.0,5
NC-20017,2026-06-23,Sports,New,1,904.88,904.88,147.82,2.4,2
NC-20242,2026-06-24,Apparel,Wholesale,20,819.03,16380.6,204.72,4.1,2
NC-20291,2026-06-24,Electronics,Wholesale,34,14909.86,506935.24,233.67,2.8,3
NC-20469,2026-06-24,Apparel,New,2,1317.11,2634.22,164.44,4.1,5
NC-20187,2026-06-25,Electronics,Returning,4,3389.04,13556.16,138.05,3.7,4
NC-20001,2026-06-26,Home & Living,Returning,1,655.24,655.24,123.31,5.9,3
NC-20302,2026-06-26,Electronics,New,1,4518.72,4518.72,191.71,4.0,3
NC-20029,2026-06-27,Home & Living,New,1,1857.1,1857.1,127.74,14.7,4
NC-20435,2026-06-27,Sports,New,2,604.26,1208.52,158.31,3.8,4
NC-20019,2026-06-27,Home & Living,New,2,963.68,1927.36,138.76,5.6,5
NC-20353,2026-06-28,Electronics,New,1,4610.51,4610.51,128.26,2.8,4
NC-20254,2026-06-28,Apparel,New,3,1657.17,4971.51,181.08,3.9,5
NC-20288,2026-06-29,Home & Living,New,2,1064.65,2129.3,121.09,2.1,5
NC-20229,2026-06-29,Beauty,New,2,585.63,1171.26,160.72,4.3,5
